polarity,publish_date
0.0,20030219
0.25,20030219
0.0,20030219
0.0,20030219
0.0,20030219
0.275,20030219
0.7,20030219
-0.2,20030219
0.0,20030219
0.0,20030219
0.0,20030219
0.0,20030219
0.0,20030219
0.0,20030219
0.0,20030219
0.0,20030219
0.0,20030219
0.0,20030219
0.4,20030219
0.0,20030219
0.0,20030219
0.0,20030219
0.0,20030219
-0.15,20030219
0.0,20030219
0.0,20030219
0.1,20030219
0.0,20030219
-0.04999999999999999,20030219
0.0,20030219
0.0,20030219
0.0,20030219
0.0,20030219
0.0,20030219
-0.1,20030219
0.0,20030219
0.0,20030219
0.0,20030219
0.0,20030219
0.0,20030219
-0.3,20030219
0.0,20030219
0.1,20030219
0.0,20030219
0.0,20030219
0.3666666666666667,20030219
0.0,20030219
0.0,20030219
0.0,20030219
0.0,20030219
0.0,20030219
0.0,20030219
0.0,20030219
0.0,20030219
0.0,20030219
0.0,20030219
0.0,20030219
0.0,20030219
0.0,20030219
0.0,20030219
0.0,20030219
0.0,20030219
0.0,20030219
0.0,20030219
0.0,20030219
0.0,20030219
-0.3,20030219
0.0,20030219
0.0,20030219
0.0,20030219
-0.2,20030219
0.0,20030219
0.0,20030219
0.0,20030219
0.0,20030219
0.0,20030219
0.3,20030219
0.0,20030219
0.0,20030219
0.0,20030219
0.0,20030219
-0.375,20030219
-0.55,20030219
-0.025,20030219
-0.2,20030219
0.0,20030219
0.0,20030219
0.0,20030219
0.0,20030219
0.0,20030219
0.0,20030219
0.4,20030219
0.0,20030219
0.0,20030219
0.0,20030219
0.0,20030219
-0.4,20030219
0.0,20030219
0.3,20030219
0.5,20030219
0.5,20030219
0.26545454545454544,20030219
0.0,20030219
0.0,20030219
-0.1555555555555556,20030219
0.10000000000000002,20030219
0.1,20030219
0.0,20030219
0.13636363636363635,20030219
0.13636363636363635,20030219
0.0,20030219
0.0,20030219
0.0,20030219
0.0,20030219
0.0,20030219
-0.1555555555555556,20030219
0.0,20030219
0.0,20030219
0.0,20030219
0.0,20030219
0.0,20030219
0.0,20030219
0.0,20030219
0.0,20030219
0.0,20030219
0.0,20030219
0.0,20030219
0.0,20030219
0.0,20030219
0.0,20030219
0.0,20030219
0.0,20030219
-0.1555555555555556,20030219
0.0,20030219
0.0,20030219
0.0,20030219
0.0,20030219
0.0,20030219
0.0,20030219
0.0,20030219
0.0,20030219
0.0,20030219
-0.35,20030219
0.0,20030219
0.0,20030219
0.0,20030219
0.125,20030219
0.0,20030219
0.3,20030219
0.0,20030219
0.0,20030219
0.0,20030219
0.0,20030219
0.0,20030219
0.0,20030219
0.0,20030219
-0.5,20030219
0.0,20030219
0.1,20030219
0.0,20030219
0.0,20030219
0.0,20030219
-0.03333333333333333,20030219
0.1,20030219
-0.2,20030219
-0.30000000000000004,20030219
0.0,20030219
0.0,20030219
-0.30000000000000004,20030219
0.1,20030219
0.0,20030219
-0.2,20030219
0.0,20030219
0.0,20030219
0.13636363636363635,20030219
0.0,20030219
0.0,20030219
0.0,20030219
0.0,20030219
0.0,20030219
0.0,20030219
0.0,20030219
0.0,20030219
0.0,20030219
0.0,20030219
0.0,20030219
0.0,20030219
0.2428571428571429,20030219
0.0,20030219
0.0,20030219
0.0,20030219
0.0,20030219
0.0,20030219
0.0,20030219
0.0,20030219
0.2071428571428572,20030219
0.0,20030219
0.0,20030219
-0.2,20030220
0.0,20030220
0.125,20030220
0.0,20030220
0.0,20030220
0.0,20030220
0.0,20030220
0.0,20030220
-0.16666666666666666,20030220
-0.125,20030220
0.0,20030220
0.0,20030220
-0.6999999999999998,20030220
-0.6999999999999998,20030220
-0.1555555555555556,20030220
-0.125,20030220
0.0,20030220
0.0,20030220
0.0,20030220
0.0987878787878788,20030220
0.0,20030220
0.0,20030220
0.0,20030220
0.2,20030220
0.0,20030220
-0.3,20030220
0.0,20030220
0.0,20030220
0.0,20030220
0.0,20030220
0.0,20030220
0.0,20030220
0.0,20030220
0.0,20030220
0.16,20030220
0.13636363636363635,20030220
0.16,20030220
0.0,20030220
0.2,20030220
0.0,20030220
-0.1,20030220
0.0,20030220
-0.052777777777777785,20030220
0.0,20030220
0.0,20030220
0.0,20030220
0.0,20030220
-0.6999999999999998,20030220
0.0,20030220
0.0,20030220
0.0,20030220
0.1,20030220
0.0,20030220
0.3,20030220
0.0,20030220
0.1,20030220
0.0,20030220
0.0,20030220
0.0,20030220
0.25,20030220
0.0,20030220
0.05,20030220
0.2,20030220
0.0,20030220
0.8,20030220
0.0,20030220
0.0,20030220
0.0,20030220
0.0,20030220
0.0,20030220
0.0,20030220
0.15000000000000002,20030220
0.0,20030220
-0.25,20030220
0.0,20030220
0.0,20030220
0.0,20030220
0.0,20030220
0.0,20030220
0.0,20030220
0.0,20030220
0.0,20030220
0.0,20030220
0.0,20030220
0.0,20030220
0.0,20030220
0.0,20030220
0.0,20030220
0.0,20030220
0.0,20030220
0.0,20030220
0.0,20030220
0.0,20030220
0.0,20030220
0.0,20030220
0.0,20030220
-0.125,20030220
0.0,20030220
0.0,20030220
0.0,20030220
0.0,20030220
0.0,20030220
0.0,20030220
0.0,20030220
-0.1,20030220
-0.3,20030220
0.0,20030220
0.0,20030220
0.0,20030220
0.0,20030220
0.5,20030220
0.5,20030220
0.0,20030220
0.0,20030220
0.0,20030220
0.0,20030220
0.0,20030220
0.0,20030220
-0.1,20030220
-0.325,20030220
0.0,20030220
0.0,20030220
0.0,20030220
0.0,20030220
-0.6,20030220
-0.3,20030220
0.0,20030220
-0.1,20030220
0.0,20030220
-0.1,20030220
0.0,20030220
0.0,20030220
0.0,20030220
0.0,20030220
0.8,20030220
-0.1,20030220
0.0,20030220
0.0,20030220
0.5,20030220
0.5,20030220
0.5,20030220
0.5,20030220
0.0,20030220
0.2,20030220
0.0,20030220
0.0,20030220
0.0,20030220
0.0,20030220
0.13636363636363635,20030220
0.13636363636363635,20030220
0.0,20030220
0.0,20030220
0.5,20030220
0.0,20030220
0.13333333333333333,20030220
0.1481818181818182,20030220
0.0,20030220
0.0,20030220
0.0,20030220
-0.2,20030220
0.0,20030220
0.16,20030220
0.0,20030220
-0.2,20030220
0.0,20030220
0.0,20030220
0.0,20030220
0.0,20030220
0.0,20030220
0.0,20030220
0.0,20030220
-0.2,20030220
0.0,20030220
0.0,20030220
0.0,20030220
0.0,20030220
0.0,20030220
0.0,20030220
0.13636363636363635,20030220
0.0,20030220
0.7,20030220
0.0,20030220
0.0,20030220
0.0,20030220
0.0,20030220
0.0,20030220
0.0,20030220
0.0,20030220
0.0,20030220
0.0,20030220
0.13636363636363635,20030220
0.0,20030220
0.0,20030220
0.0,20030220
0.0,20030220
0.0,20030220
0.0,20030220
0.0,20030220
0.0,20030220
0.0,20030220
0.0,20030220
0.4166666666666667,20030220
0.0,20030220
0.0,20030220
0.0,20030220
0.0,20030220
0.0,20030220
0.0,20030220
0.0,20030220
0.0,20030220
0.0,20030220
0.0,20030220
0.0,20030220
0.7,20030220
0.45,20030220
0.0,20030220
0.0,20030220
0.0,20030220
-0.05,20030220
0.0,20030220
0.0,20030220
0.0,20030220
0.30000000000000004,20030220
-0.3888888888888889,20030220
0.0,20030220
0.0,20030220
0.0,20030220
0.0,20030220
-0.2,20030220
0.0,20030220
0.0,20030220
0.0,20030220
-0.1,20030220
0.2,20030220
0.0,20030220
0.0,20030220
0.1,20030220
-0.1,20030220
0.3181818181818182,20030220
0.0,20030220
0.0,20030220
0.0,20030220
0.0,20030220
0.0,20030220
0.0,20030220
0.0,20030220
-0.1,20030220
0.0,20030220
0.0,20030220
0.0,20030220
-0.3,20030221
0.0,20030221
0.0,20030221
0.1,20030221
0.5,20030221
0.0,20030221
-0.5,20030221
-0.041666666666666664,20030221
0.0,20030221
0.0,20030221
0.0,20030221
0.0,20030221
0.05555555555555555,20030221
0.5,20030221
0.0,20030221
-0.25,20030221
-0.3,20030221
0.0,20030221
0.5,20030221
0.0,20030221
-0.3,20030221
0.0,20030221
0.0,20030221
0.0,20030221
0.0,20030221
0.0,20030221
0.0,20030221
0.0,20030221
0.0,20030221
0.08,20030221
0.0,20030221
0.0,20030221
0.0,20030221
-0.1,20030221
-0.1,20030221
0.0,20030221
0.3,20030221
0.0,20030221
0.0,20030221
0.0,20030221
0.0,20030221
0.0,20030221
0.0,20030221
0.0,20030221
0.0,20030221
0.0,20030221
0.0,20030221
-0.125,20030221
0.08,20030221
0.13636363636363635,20030221
0.5,20030221
0.1,20030221
0.0,20030221
0.0,20030221
-0.1,20030221
-0.6,20030221
0.0,20030221
0.5,20030221
0.0,20030221
0.0,20030221
0.0,20030221
0.0,20030221
0.0,20030221
0.0,20030221
-0.4,20030221
0.7,20030221
0.0,20030221
0.0,20030221
0.0,20030221
0.0,20030221
0.0,20030221
0.1,20030221
-0.012499999999999995,20030221
0.2,20030221
0.0,20030221
0.0,20030221
-0.025,20030221
0.0,20030221
0.0,20030221
0.7,20030221
-0.6999999999999998,20030221
0.0,20030221
0.0,20030221
0.8,20030221
0.0,20030221
0.1,20030221
0.05,20030221
0.2,20030221
0.0,20030221
0.0,20030221
0.0,20030221
0.0,20030221
0.0,20030221
0.0,20030221
-0.5,20030221
0.0,20030221
0.0,20030221
0.0,20030221
0.2857142857142857,20030221
0.0,20030221
0.0,20030221
0.0,20030221
0.0,20030221
0.0,20030221
0.0,20030221
0.0,20030221
0.0,20030221
0.0,20030221
0.1,20030221
0.0,20030221
0.0,20030221
0.0,20030221
0.0,20030221
0.0,20030221
-0.1555555555555556,20030221
0.0,20030221
0.0,20030221
0.0,20030221
0.0,20030221
0.8,20030221
-0.5,20030221
0.0,20030221
-0.07692307692307693,20030221
0.0,20030221
0.0,20030221
0.0,20030221
0.0,20030221
0.0,20030221
0.0,20030221
-0.5,20030221
0.0,20030221
-0.6,20030221
-0.6,20030221
0.0,20030221
0.0,20030221
0.0,20030221
0.0,20030221
0.0,20030221
0.0,20030221
-0.5,20030221
0.0,20030221
0.0,20030221
0.5,20030221
0.5,20030221
0.2,20030221
0.0,20030221
0.0,20030221
0.0,20030221
0.13636363636363635,20030221
0.3,20030221
0.06818181818181818,20030221
0.13636363636363635,20030221
0.0,20030221
0.0,20030221
0.0,20030221
0.0,20030221
-0.2,20030221
0.16590909090909092,20030221
0.0,20030221
0.0,20030221
0.0,20030221
0.37777777777777777,20030221
0.0,20030221
0.0,20030221
-0.2,20030221
0.0,20030221
-0.2,20030221
-0.2,20030221
0.0,20030221
0.0,20030221
0.0,20030221
0.0,20030221
0.0,20030221
0.0,20030221
0.0,20030221
0.0,20030221
0.05000000000000002,20030221
-0.6,20030221
0.0,20030221
0.0,20030221
0.0,20030221
0.13333333333333333,20030221
0.0,20030221
0.0,20030221
0.0,20030221
0.0,20030221
0.0,20030221
-0.05,20030221
-0.2,20030221
0.0,20030221
0.0,20030221
-0.1,20030221
0.05000000000000001,20030221
0.8,20030221
0.0,20030221
0.1,20030221
0.0,20030221
0.0,20030221
0.0,20030221
0.0,20030221
-0.2,20030221
0.0,20030221
0.0,20030221
0.0,20030221
0.0,20030221
0.16666666666666669,20030221
0.0,20030221
0.5,20030221
0.0,20030221
0.0,20030221
-0.1,20030221
0.0,20030221
0.0,20030221
0.0,20030221
0.0,20030221
-0.20625,20030221
0.0,20030221
0.0,20030221
0.0,20030221
-0.4,20030221
1.0,20030221
0.0,20030221
-0.07777777777777779,20030221
0.0,20030221
0.0,20030221
0.0,20030221
-0.5,20030221
0.0,20030221
0.0,20030221
0.0,20030221
0.0,20030221
0.0,20030221
0.0,20030221
0.0,20030221
0.0,20030221
-0.5,20030221
0.0,20030221
0.0,20030221
0.0,20030221
0.0,20030221
0.0,20030221
0.0,20030221
0.08888888888888886,20030221
-0.1,20030221
0.0,20030221
0.0,20030221
0.0,20030221
0.0,20030221
0.0,20030221
0.0,20030221
0.0,20030222
-0.6,20030222
0.1,20030222
0.0,20030222
0.0,20030222
0.0,20030222
0.0,20030222
0.0,20030222
0.0,20030222
-0.16666666666666666,20030222
0.0,20030222
0.0,20030222
0.13636363636363635,20030222
0.0,20030222
0.0,20030222
0.0,20030222
0.0,20030222
0.8,20030222
0.0,20030222
0.0,20030222
0.0,20030222
0.5,20030222
0.0,20030222
0.0,20030222
0.8,20030222
0.0,20030222
0.0,20030222
